NOC,Year,Medal,Season,has_medal,key_iso
POL,2014,Bronze,Winter,1,POL|2014|Bronze
POL,2014,Gold,Winter,1,POL|2014|Gold
POL,2014,Silver,Winter,1,POL|2014|Silver
POL,2016,Bronze,Summer,1,POL|2016|Bronze
POL,2016,Gold,Summer,1,POL|2016|Gold
POL,2016,Silver,Summer,1,POL|2016|Silver
POR,1924,Bronze,Summer,1,POR|1924|Bronze
POR,1928,Bronze,Summer,1,POR|1928|Bronze
POR,1936,Bronze,Summer,1,POR|1936|Bronze
POR,1948,Bronze,Summer,1,POR|1948|Bronze
POR,1948,Silver,Summer,1,POR|1948|Silver
POR,1952,Bronze,Summer,1,POR|1952|Bronze
POR,1960,Silver,Summer,1,POR|1960|Silver
POR,1976,Silver,Summer,1,POR|1976|Silver
POR,1984,Bronze,Summer,1,POR|1984|Bronze
POR,1984,Gold,Summer,1,POR|1984|Gold
POR,1988,Gold,Summer,1,POR|1988|Gold
POR,1996,Bronze,Summer,1,POR|1996|Bronze
POR,1996,Gold,Summer,1,POR|1996|Gold
POR,2000,Bronze,Summer,1,POR|2000|Bronze
POR,2004,Bronze,Summer,1,POR|2004|Bronze
POR,2004,Silver,Summer,1,POR|2004|Silver
POR,2008,Gold,Summer,1,POR|2008|Gold
POR,2008,Silver,Summer,1,POR|2008|Silver
POR,2012,Silver,Summer,1,POR|2012|Silver
POR,2016,Bronze,Summer,1,POR|2016|Bronze
PRK,1964,Silver,Winter,1,PRK|1964|Silver
PRK,1972,Bronze,Summer,1,PRK|1972|Bronze
PRK,1972,Gold,Summer,1,PRK|1972|Gold
PRK,1972,Silver,Summer,1,PRK|1972|Silver
PRK,1976,Gold,Summer,1,PRK|1976|Gold
PRK,1976,Silver,Summer,1,PRK|1976|Silver
PRK,1980,Bronze,Summer,1,PRK|1980|Bronze
PRK,1980,Silver,Summer,1,PRK|1980|Silver
PRK,1992,Bronze,Summer,1,PRK|1992|Bronze
PRK,1992,Bronze,Winter,1,PRK|1992|Bronze
PRK,1992,Gold,Summer,1,PRK|1992|Gold
PRK,1996,Bronze,Summer,1,PRK|1996|Bronze
PRK,1996,Gold,Summer,1,PRK|1996|Gold
PRK,1996,Silver,Summer,1,PRK|1996|Silver
PRK,2000,Bronze,Summer,1,PRK|2000|Bronze
PRK,2000,Silver,Summer,1,PRK|2000|Silver
PRK,2004,Bronze,Summer,1,PRK|2004|Bronze
PRK,2004,Silver,Summer,1,PRK|2004|Silver
PRK,2008,Bronze,Summer,1,PRK|2008|Bronze
PRK,2008,Gold,Summer,1,PRK|2008|Gold
PRK,2008,Silver,Summer,1,PRK|2008|Silver
PRK,2012,Bronze,Summer,1,PRK|2012|Bronze
PRK,2012,Gold,Summer,1,PRK|2012|Gold
PRK,2016,Bronze,Summer,1,PRK|2016|Bronze
PRK,2016,Gold,Summer,1,PRK|2016|Gold
PRK,2016,Silver,Summer,1,PRK|2016|Silver
PUR,1948,Bronze,Summer,1,PUR|1948|Bronze
PUR,1976,Bronze,Summer,1,PUR|1976|Bronze
PUR,1984,Bronze,Summer,1,PUR|1984|Bronze
PUR,1984,Silver,Summer,1,PUR|1984|Silver
PUR,1992,Bronze,Summer,1,PUR|1992|Bronze
PUR,1996,Bronze,Summer,1,PUR|1996|Bronze
PUR,2012,Bronze,Summer,1,PUR|2012|Bronze
PUR,2012,Silver,Summer,1,PUR|2012|Silver
PUR,2016,Gold,Summer,1,PUR|2016|Gold
QAT,1992,Bronze,Summer,1,QAT|1992|Bronze
QAT,2000,Bronze,Summer,1,QAT|2000|Bronze
QAT,2012,Bronze,Summer,1,QAT|2012|Bronze
QAT,2016,Silver,Summer,1,QAT|2016|Silver
ROU,1924,Bronze,Summer,1,ROU|1924|Bronze
ROU,1936,Silver,Summer,1,ROU|1936|Silver
ROU,1952,Bronze,Summer,1,ROU|1952|Bronze
ROU,1952,Gold,Summer,1,ROU|1952|Gold
ROU,1952,Silver,Summer,1,ROU|1952|Silver
ROU,1956,Bronze,Summer,1,ROU|1956|Bronze
ROU,1956,Gold,Summer,1,ROU|1956|Gold
ROU,1956,Silver,Summer,1,ROU|1956|Silver
ROU,1960,Bronze,Summer,1,ROU|1960|Bronze
ROU,1960,Gold,Summer,1,ROU|1960|Gold
ROU,1960,Silver,Summer,1,ROU|1960|Silver
ROU,1964,Bronze,Summer,1,ROU|1964|Bronze
ROU,1964,Gold,Summer,1,ROU|1964|Gold
ROU,1964,Silver,Summer,1,ROU|1964|Silver
ROU,1968,Bronze,Summer,1,ROU|1968|Bronze
ROU,1968,Bronze,Winter,1,ROU|1968|Bronze
ROU,1968,Gold,Summer,1,ROU|1968|Gold
ROU,1968,Silver,Summer,1,ROU|1968|Silver
ROU,1972,Bronze,Summer,1,ROU|1972|Bronze
ROU,1972,Gold,Summer,1,ROU|1972|Gold
ROU,1972,Silver,Summer,1,ROU|1972|Silver
ROU,1976,Bronze,Summer,1,ROU|1976|Bronze
ROU,1976,Gold,Summer,1,ROU|1976|Gold
ROU,1976,Silver,Summer,1,ROU|1976|Silver
ROU,1980,Bronze,Summer,1,ROU|1980|Bronze
ROU,1980,Gold,Summer,1,ROU|1980|Gold
ROU,1980,Silver,Summer,1,ROU|1980|Silver
ROU,1984,Bronze,Summer,1,ROU|1984|Bronze
ROU,1984,Gold,Summer,1,ROU|1984|Gold
ROU,1984,Silver,Summer,1,ROU|1984|Silver
ROU,1988,Bronze,Summer,1,ROU|1988|Bronze
ROU,1988,Gold,Summer,1,ROU|1988|Gold
ROU,1988,Silver,Summer,1,ROU|1988|Silver
ROU,1992,Bronze,Summer,1,ROU|1992|Bronze
ROU,1992,Gold,Summer,1,ROU|1992|Gold
ROU,1992,Silver,Summer,1,ROU|1992|Silver
ROU,1996,Bronze,Summer,1,ROU|1996|Bronze
ROU,1996,Gold,Summer,1,ROU|1996|Gold
ROU,1996,Silver,Summer,1,ROU|1996|Silver
ROU,2000,Bronze,Summer,1,ROU|2000|Bronze
ROU,2000,Gold,Summer,1,ROU|2000|Gold
ROU,2000,Silver,Summer,1,ROU|2000|Silver
ROU,2004,Bronze,Summer,1,ROU|2004|Bronze
ROU,2004,Gold,Summer,1,ROU|2004|Gold
ROU,2004,Silver,Summer,1,ROU|2004|Silver
ROU,2008,Bronze,Summer,1,ROU|2008|Bronze
ROU,2008,Gold,Summer,1,ROU|2008|Gold
ROU,2008,Silver,Summer,1,ROU|2008|Silver
ROU,2012,Bronze,Summer,1,ROU|2012|Bronze
ROU,2012,Gold,Summer,1,ROU|2012|Gold
ROU,2012,Silver,Summer,1,ROU|2012|Silver
ROU,2016,Bronze,Summer,1,ROU|2016|Bronze
ROU,2016,Gold,Summer,1,ROU|2016|Gold
ROU,2016,Silver,Summer,1,ROU|2016|Silver
RSA,1908,Gold,Summer,1,RSA|1908|Gold
RSA,1908,Silver,Summer,1,RSA|1908|Silver
RSA,1912,Gold,Summer,1,RSA|1912|Gold
RSA,1912,Silver,Summer,1,RSA|1912|Silver
RSA,1920,Bronze,Summer,1,RSA|1920|Bronze
RSA,1920,Gold,Summer,1,RSA|1920|Gold
RSA,1920,Silver,Summer,1,RSA|1920|Silver
RSA,1924,Bronze,Summer,1,RSA|1924|Bronze
RSA,1924,Gold,Summer,1,RSA|1924|Gold
RSA,1924,Silver,Summer,1,RSA|1924|Silver
RSA,1928,Bronze,Summer,1,RSA|1928|Bronze
RSA,1928,Gold,Summer,1,RSA|1928|Gold
RSA,1932,Bronze,Summer,1,RSA|1932|Bronze
RSA,1932,Gold,Summer,1,RSA|1932|Gold
RSA,1936,Silver,Summer,1,RSA|1936|Silver
RSA,1948,Bronze,Summer,1,RSA|1948|Bronze
RSA,1948,Gold,Summer,1,RSA|1948|Gold
RSA,1948,Silver,Summer,1,RSA|1948|Silver
RSA,1952,Bronze,Summer,1,RSA|1952|Bronze
RSA,1952,Gold,Summer,1,RSA|1952|Gold
RSA,1952,Silver,Summer,1,RSA|1952|Silver
RSA,1956,Bronze,Summer,1,RSA|1956|Bronze
RSA,1960,Bronze,Summer,1,RSA|1960|Bronze
RSA,1960,Silver,Summer,1,RSA|1960|Silver
RSA,1992,Silver,Summer,1,RSA|1992|Silver
RSA,1996,Bronze,Summer,1,RSA|1996|Bronze
RSA,1996,Gold,Summer,1,RSA|1996|Gold
RSA,1996,Silver,Summer,1,RSA|1996|Silver
RSA,2000,Bronze,Summer,1,RSA|2000|Bronze
RSA,2000,Silver,Summer,1,RSA|2000|Silver
RSA,2004,Bronze,Summer,1,RSA|2004|Bronze
RSA,2004,Gold,Summer,1,RSA|2004|Gold
RSA,2004,Silver,Summer,1,RSA|2004|Silver
RSA,2008,Silver,Summer,1,RSA|2008|Silver
RSA,2012,Bronze,Summer,1,RSA|2012|Bronze
RSA,2012,Gold,Summer,1,RSA|2012|Gold
RSA,2012,Silver,Summer,1,RSA|2012|Silver
RSA,2016,Bronze,Summer,1,RSA|2016|Bronze
RSA,2016,Gold,Summer,1,RSA|2016|Gold
RSA,2016,Silver,Summer,1,RSA|2016|Silver
RUS,1908,Gold,Summer,1,RUS|1908|Gold
RUS,1908,Silver,Summer,1,RUS|1908|Silver
RUS,1912,Bronze,Summer,1,RUS|1912|Bronze
RUS,1912,Silver,Summer,1,RUS|1912|Silver
RUS,1994,Bronze,Winter,1,RUS|1994|Bronze
RUS,1994,Gold,Winter,1,RUS|1994|Gold
RUS,1994,Silver,Winter,1,RUS|1994|Silver
RUS,1996,Bronze,Summer,1,RUS|1996|Bronze
RUS,1996,Gold,Summer,1,RUS|1996|Gold
RUS,1996,Silver,Summer,1,RUS|1996|Silver
RUS,1998,Bronze,Winter,1,RUS|1998|Bronze
RUS,1998,Gold,Winter,1,RUS|1998|Gold
RUS,1998,Silver,Winter,1,RUS|1998|Silver
RUS,2000,Bronze,Summer,1,RUS|2000|Bronze
RUS,2000,Gold,Summer,1,RUS|2000|Gold
RUS,2000,Silver,Summer,1,RUS|2000|Silver
RUS,2002,Bronze,Winter,1,RUS|2002|Bronze
RUS,2002,Gold,Winter,1,RUS|2002|Gold
RUS,2002,Silver,Winter,1,RUS|2002|Silver
RUS,2004,Bronze,Summer,1,RUS|2004|Bronze
RUS,2004,Gold,Summer,1,RUS|2004|Gold
RUS,2004,Silver,Summer,1,RUS|2004|Silver
RUS,2006,Bronze,Winter,1,RUS|2006|Bronze
RUS,2006,Gold,Winter,1,RUS|2006|Gold
RUS,2006,Silver,Winter,1,RUS|2006|Silver
RUS,2008,Bronze,Summer,1,RUS|2008|Bronze
RUS,2008,Gold,Summer,1,RUS|2008|Gold
RUS,2008,Silver,Summer,1,RUS|2008|Silver
RUS,2010,Bronze,Winter,1,RUS|2010|Bronze
RUS,2010,Gold,Winter,1,RUS|2010|Gold
RUS,2010,Silver,Winter,1,RUS|2010|Silver
RUS,2012,Bronze,Summer,1,RUS|2012|Bronze
RUS,2012,Gold,Summer,1,RUS|2012|Gold
RUS,2012,Silver,Summer,1,RUS|2012|Silver
RUS,2014,Bronze,Winter,1,RUS|2014|Bronze
RUS,2014,Gold,Winter,1,RUS|2014|Gold
RUS,2014,Silver,Winter,1,RUS|2014|Silver
RUS,2016,Bronze,Summer,1,RUS|2016|Bronze
RUS,2016,Gold,Summer,1,RUS|2016|Gold
RUS,2016,Silver,Summer,1,RUS|2016|Silver
SCG,1996,Bronze,Summer,1,SCG|1996|Bronze
SCG,1996,Gold,Summer,1,SCG|1996|Gold
SCG,1996,Silver,Summer,1,SCG|1996|Silver
SCG,2000,Bronze,Summer,1,SCG|2000|Bronze
SCG,2000,Gold,Summer,1,SCG|2000|Gold
SCG,2000,Silver,Summer,1,SCG|2000|Silver
SCG,2004,Silver,Summer,1,SCG|2004|Silver
SEN,1988,Silver,Summer,1,SEN|1988|Silver
SGP,1960,Silver,Summer,1,SGP|1960|Silver
SGP,2008,Silver,Summer,1,SGP|2008|Silver
SGP,2012,Bronze,Summer,1,SGP|2012|Bronze
SGP,2016,Gold,Summer,1,SGP|2016|Gold
SLO,1992,Bronze,Summer,1,SLO|1992|Bronze
SLO,1994,Bronze,Winter,1,SLO|1994|Bronze
SLO,1996,Silver,Summer,1,SLO|1996|Silver
SLO,2000,Gold,Summer,1,SLO|2000|Gold
SLO,2002,Bronze,Winter,1,SLO|2002|Bronze
SLO,2004,Bronze,Summer,1,SLO|2004|Bronze
SLO,2004,Silver,Summer,1,SLO|2004|Silver
SLO,2008,Bronze,Summer,1,SLO|2008|Bronze
SLO,2008,Gold,Summer,1,SLO|2008|Gold
SLO,2008,Silver,Summer,1,SLO|2008|Silver
SLO,2010,Bronze,Winter,1,SLO|2010|Bronze
SLO,2010,Silver,Winter,1,SLO|2010|Silver
SLO,2012,Bronze,Summer,1,SLO|2012|Bronze
SLO,2012,Gold,Summer,1,SLO|2012|Gold
SLO,2012,Silver,Summer,1,SLO|2012|Silver
SLO,2014,Bronze,Winter,1,SLO|2014|Bronze
SLO,2014,Gold,Winter,1,SLO|2014|Gold
SLO,2014,Silver,Winter,1,SLO|2014|Silver
SLO,2016,Bronze,Summer,1,SLO|2016|Bronze
SLO,2016,Gold,Summer,1,SLO|2016|Gold
SLO,2016,Silver,Summer,1,SLO|2016|Silver
SRB,2008,Bronze,Summer,1,SRB|2008|Bronze
SRB,2008,Silver,Summer,1,SRB|2008|Silver
SRB,2012,Bronze,Summer,1,SRB|2012|Bronze
SRB,2012,Gold,Summer,1,SRB|2012|Gold
SRB,2012,Silver,Summer,1,SRB|2012|Silver
SRB,2016,Bronze,Summer,1,SRB|2016|Bronze
SRB,2016,Gold,Summer,1,SRB|2016|Gold
SRB,2016,Silver,Summer,1,SRB|2016|Silver
SRI,1948,Silver,Summer,1,SRI|1948|Silver
SRI,2000,Silver,Summer,1,SRI|2000|Silver
SUD,2008,Silver,Summer,1,SUD|2008|Silver
SUI,1896,Gold,Summer,1,SUI|1896|Gold
SUI,1896,Silver,Summer,1,SUI|1896|Silver
SUI,1900,Bronze,Summer,1,SUI|1900|Bronze
SUI,1900,Gold,Summer,1,SUI|1900|Gold
SUI,1900,Silver,Summer,1,SUI|1900|Silver
SUI,1904,Bronze,Summer,1,SUI|1904|Bronze
SUI,1904,Gold,Summer,1,SUI|1904|Gold
SUI,1906,Bronze,Summer,1,SUI|1906|Bronze
SUI,1906,Gold,Summer,1,SUI|1906|Gold
SUI,1906,Silver,Summer,1,SUI|1906|Silver
SUI,1912,Gold,Summer,1,SUI|1912|Gold
SUI,1920,Bronze,Summer,1,SUI|1920|Bronze
SUI,1920,Gold,Summer,1,SUI|1920|Gold
SUI,1920,Silver,Summer,1,SUI|1920|Silver
SUI,1924,Bronze,Summer,1,SUI|1924|Bronze
SUI,1924,Bronze,Winter,1,SUI|1924|Bronze
SUI,1924,Gold,Summer,1,SUI|1924|Gold
SUI,1924,Gold,Winter,1,SUI|1924|Gold
SUI,1924,Silver,Summer,1,SUI|1924|Silver
SUI,1928,Bronze,Summer,1,SUI|1928|Bronze
SUI,1928,Bronze,Winter,1,SUI|1928|Bronze
SUI,1928,Gold,Summer,1,SUI|1928|Gold
SUI,1928,Silver,Summer,1,SUI|1928|Silver
SUI,1932,Silver,Summer,1,SUI|1932|Silver
SUI,1932,Silver,Winter,1,SUI|1932|Silver
SUI,1936,Bronze,Summer,1,SUI|1936|Bronze
SUI,1936,Gold,Summer,1,SUI|1936|Gold
SUI,1936,Gold,Winter,1,SUI|1936|Gold
SUI,1936,Silver,Summer,1,SUI|1936|Silver
SUI,1936,Silver,Winter,1,SUI|1936|Silver
SUI,1948,Bronze,Summer,1,SUI|1948|Bronze
SUI,1948,Bronze,Winter,1,SUI|1948|Bronze
SUI,1948,Gold,Summer,1,SUI|1948|Gold
SUI,1948,Gold,Winter,1,SUI|1948|Gold
SUI,1948,Silver,Summer,1,SUI|1948|Silver
SUI,1948,Silver,Winter,1,SUI|1948|Silver
SUI,1952,Bronze,Summer,1,SUI|1952|Bronze
SUI,1952,Bronze,Winter,1,SUI|1952|Bronze
SUI,1952,Gold,Summer,1,SUI|1952|Gold
SUI,1952,Silver,Summer,1,SUI|1952|Silver
SUI,1956,Bronze,Summer,1,SUI|1956|Bronze
SUI,1956,Bronze,Winter,1,SUI|1956|Bronze
SUI,1956,Gold,Winter,1,SUI|1956|Gold
SUI,1956,Silver,Winter,1,SUI|1956|Silver
SUI,1960,Bronze,Summer,1,SUI|1960|Bronze
SUI,1960,Gold,Winter,1,SUI|1960|Gold
SUI,1960,Silver,Summer,1,SUI|1960|Silver
SUI,1964,Bronze,Summer,1,SUI|1964|Bronze
SUI,1964,Gold,Summer,1,SUI|1964|Gold
SUI,1964,Silver,Summer,1,SUI|1964|Silver
SUI,1968,Bronze,Summer,1,SUI|1968|Bronze
SUI,1968,Bronze,Winter,1,SUI|1968|Bronze
SUI,1968,Silver,Summer,1,SUI|1968|Silver
SUI,1968,Silver,Winter,1,SUI|1968|Silver
SUI,1972,Bronze,Winter,1,SUI|1972|Bronze
SUI,1972,Gold,Winter,1,SUI|1972|Gold
SUI,1972,Silver,Summer,1,SUI|1972|Silver
SUI,1972,Silver,Winter,1,SUI|1972|Silver
SUI,1976,Bronze,Summer,1,SUI|1976|Bronze
SUI,1976,Bronze,Winter,1,SUI|1976|Bronze
SUI,1976,Gold,Summer,1,SUI|1976|Gold
SUI,1976,Gold,Winter,1,SUI|1976|Gold
SUI,1976,Silver,Summer,1,SUI|1976|Silver
SUI,1976,Silver,Winter,1,SUI|1976|Silver
SUI,1980,Bronze,Winter,1,SUI|1980|Bronze
SUI,1980,Gold,Summer,1,SUI|1980|Gold
SUI,1980,Gold,Winter,1,SUI|1980|Gold
SUI,1980,Silver,Winter,1,SUI|1980|Silver
SUI,1984,Bronze,Summer,1,SUI|1984|Bronze
SUI,1984,Bronze,Winter,1,SUI|1984|Bronze
SUI,1984,Gold,Winter,1,SUI|1984|Gold
SUI,1984,Silver,Summer,1,SUI|1984|Silver
SUI,1984,Silver,Winter,1,SUI|1984|Silver
SUI,1988,Bronze,Summer,1,SUI|1988|Bronze
SUI,1988,Bronze,Winter,1,SUI|1988|Bronze
SUI,1988,Gold,Winter,1,SUI|1988|Gold
SUI,1988,Silver,Summer,1,SUI|1988|Silver
SUI,1988,Silver,Winter,1,SUI|1988|Silver
SUI,1992,Bronze,Winter,1,SUI|1992|Bronze
SUI,1992,Gold,Summer,1,SUI|1992|Gold
SUI,1992,Gold,Winter,1,SUI|1992|Gold
SUI,1994,Bronze,Winter,1,SUI|1994|Bronze
SUI,1994,Gold,Winter,1,SUI|1994|Gold
SUI,1994,Silver,Winter,1,SUI|1994|Silver
SUI,1996,Gold,Summer,1,SUI|1996|Gold
SUI,1996,Silver,Summer,1,SUI|1996|Silver
SUI,1998,Bronze,Winter,1,SUI|1998|Bronze
SUI,1998,Gold,Winter,1,SUI|1998|Gold
SUI,1998,Silver,Winter,1,SUI|1998|Silver
SUI,2000,Bronze,Summer,1,SUI|2000|Bronze
SUI,2000,Gold,Summer,1,SUI|2000|Gold
SUI,2000,Silver,Summer,1,SUI|2000|Silver
SUI,2002,Bronze,Winter,1,SUI|2002|Bronze
SUI,2002,Gold,Winter,1,SUI|2002|Gold
SUI,2002,Silver,Winter,1,SUI|2002|Silver
SUI,2004,Bronze,Summer,1,SUI|2004|Bronze
SUI,2004,Gold,Summer,1,SUI|2004|Gold
SUI,2004,Silver,Summer,1,SUI|2004|Silver
SUI,2006,Bronze,Winter,1,SUI|2006|Bronze
SUI,2006,Gold,Winter,1,SUI|2006|Gold
SUI,2006,Silver,Winter,1,SUI|2006|Silver
SUI,2008,Bronze,Summer,1,SUI|2008|Bronze
SUI,2008,Gold,Summer,1,SUI|2008|Gold
SUI,2008,Silver,Summer,1,SUI|2008|Silver
SUI,2010,Bronze,Winter,1,SUI|2010|Bronze
SUI,2010,Gold,Winter,1,SUI|2010|Gold
SUI,2012,Gold,Summer,1,SUI|2012|Gold
SUI,2012,Silver,Summer,1,SUI|2012|Silver
SUI,2014,Bronze,Winter,1,SUI|2014|Bronze
SUI,2014,Gold,Winter,1,SUI|2014|Gold
SUI,2014,Silver,Winter,1,SUI|2014|Silver
SUI,2016,Bronze,Summer,1,SUI|2016|Bronze
SUI,2016,Gold,Summer,1,SUI|2016|Gold
SUI,2016,Silver,Summer,1,SUI|2016|Silver
SUR,1988,Gold,Summer,1,SUR|1988|Gold
SUR,1992,Bronze,Summer,1,SUR|1992|Bronze
SVK,1996,Bronze,Summer,1,SVK|1996|Bronze
SVK,1996,Gold,Summer,1,SVK|1996|Gold
SVK,1996,Silver,Summer,1,SVK|1996|Silver
SVK,2000,Bronze,Summer,1,SVK|2000|Bronze
SVK,2000,Gold,Summer,1,SVK|2000|Gold
SVK,2000,Silver,Summer,1,SVK|2000|Silver
SVK,2004,Bronze,Summer,1,SVK|2004|Bronze
SVK,2004,Gold,Summer,1,SVK|2004|Gold
SVK,2004,Silver,Summer,1,SVK|2004|Silver
SVK,2006,Silver,Winter,1,SVK|2006|Silver
SVK,2008,Bronze,Summer,1,SVK|2008|Bronze
SVK,2008,Gold,Summer,1,SVK|2008|Gold
SVK,2008,Silver,Summer,1,SVK|2008|Silver
SVK,2010,Bronze,Winter,1,SVK|2010|Bronze
SVK,2010,Gold,Winter,1,SVK|2010|Gold
SVK,2010,Silver,Winter,1,SVK|2010|Silver
SVK,2012,Bronze,Summer,1,SVK|2012|Bronze
SVK,2012,Silver,Summer,1,SVK|2012|Silver
SVK,2014,Gold,Winter,1,SVK|2014|Gold
SVK,2016,Gold,Summer,1,SVK|2016|Gold
SVK,2016,Silver,Summer,1,SVK|2016|Silver
SWE,1900,Bronze,Summer,1,SWE|1900|Bronze
SWE,1900,Gold,Summer,1,SWE|1900|Gold
SWE,1906,Bronze,Summer,1,SWE|1906|Bronze
SWE,1906,Gold,Summer,1,SWE|1906|Gold
SWE,1906,Silver,Summer,1,SWE|1906|Silver
SWE,1908,Bronze,Summer,1,SWE|1908|Bronze
SWE,1908,Gold,Summer,1,SWE|1908|Gold
SWE,1908,Silver,Summer,1,SWE|1908|Silver
SWE,1912,Bronze,Summer,1,SWE|1912|Bronze
SWE,1912,Gold,Summer,1,SWE|1912|Gold
SWE,1912,Silver,Summer,1,SWE|1912|Silver
SWE,1920,Bronze,Summer,1,SWE|1920|Bronze
SWE,1920,Gold,Summer,1,SWE|1920|Gold
SWE,1920,Silver,Summer,1,SWE|1920|Silver
SWE,1924,Bronze,Summer,1,SWE|1924|Bronze
SWE,1924,Gold,Summer,1,SWE|1924|Gold
SWE,1924,Gold,Winter,1,SWE|1924|Gold
SWE,1924,Silver,Summer,1,SWE|1924|Silver
SWE,1924,Silver,Winter,1,SWE|1924|Silver
SWE,1928,Bronze,Summer,1,SWE|1928|Bronze
SWE,1928,Bronze,Winter,1,SWE|1928|Bronze
SWE,1928,Gold,Summer,1,SWE|1928|Gold
SWE,1928,Gold,Winter,1,SWE|1928|Gold
SWE,1928,Silver,Summer,1,SWE|1928|Silver
SWE,1928,Silver,Winter,1,SWE|1928|Silver
SWE,1932,Bronze,Summer,1,SWE|1932|Bronze
SWE,1932,Gold,Summer,1,SWE|1932|Gold
SWE,1932,Gold,Winter,1,SWE|1932|Gold
SWE,1932,Silver,Summer,1,SWE|1932|Silver
SWE,1932,Silver,Winter,1,SWE|1932|Silver
SWE,1936,Bronze,Summer,1,SWE|1936|Bronze
SWE,1936,Bronze,Winter,1,SWE|1936|Bronze
SWE,1936,Gold,Summer,1,SWE|1936|Gold
SWE,1936,Gold,Winter,1,SWE|1936|Gold
SWE,1936,Silver,Summer,1,SWE|1936|Silver
SWE,1936,Silver,Winter,1,SWE|1936|Silver
SWE,1948,Bronze,Summer,1,SWE|1948|Bronze
SWE,1948,Bronze,Winter,1,SWE|1948|Bronze
SWE,1948,Gold,Summer,1,SWE|1948|Gold
SWE,1948,Gold,Winter,1,SWE|1948|Gold
SWE,1948,Silver,Summer,1,SWE|1948|Silver
SWE,1948,Silver,Winter,1,SWE|1948|Silver
SWE,1952,Bronze,Summer,1,SWE|1952|Bronze
SWE,1952,Bronze,Winter,1,SWE|1952|Bronze
SWE,1952,Gold,Summer,1,SWE|1952|Gold
SWE,1952,Silver,Summer,1,SWE|1952|Silver
SWE,1956,Bronze,Summer,1,SWE|1956|Bronze
SWE,1956,Bronze,Winter,1,SWE|1956|Bronze
SWE,1956,Gold,Summer,1,SWE|1956|Gold
SWE,1956,Gold,Winter,1,SWE|1956|Gold
SWE,1956,Silver,Summer,1,SWE|1956|Silver
SWE,1956,Silver,Winter,1,SWE|1956|Silver
SWE,1960,Bronze,Summer,1,SWE|1960|Bronze
SWE,1960,Bronze,Winter,1,SWE|1960|Bronze
SWE,1960,Gold,Summer,1,SWE|1960|Gold
SWE,1960,Gold,Winter,1,SWE|1960|Gold
SWE,1960,Silver,Summer,1,SWE|1960|Silver
SWE,1960,Silver,Winter,1,SWE|1960|Silver
SWE,1964,Bronze,Summer,1,SWE|1964|Bronze
SWE,1964,Bronze,Winter,1,SWE|1964|Bronze
SWE,1964,Gold,Summer,1,SWE|1964|Gold
SWE,1964,Gold,Winter,1,SWE|1964|Gold
SWE,1964,Silver,Summer,1,SWE|1964|Silver
SWE,1964,Silver,Winter,1,SWE|1964|Silver
SWE,1968,Bronze,Summer,1,SWE|1968|Bronze
SWE,1968,Bronze,Winter,1,SWE|1968|Bronze
SWE,1968,Gold,Summer,1,SWE|1968|Gold
SWE,1968,Gold,Winter,1,SWE|1968|Gold
SWE,1968,Silver,Summer,1,SWE|1968|Silver
SWE,1968,Silver,Winter,1,SWE|1968|Silver
SWE,1972,Bronze,Summer,1,SWE|1972|Bronze
SWE,1972,Bronze,Winter,1,SWE|1972|Bronze
SWE,1972,Gold,Summer,1,SWE|1972|Gold
SWE,1972,Gold,Winter,1,SWE|1972|Gold
SWE,1972,Silver,Summer,1,SWE|1972|Silver
SWE,1972,Silver,Winter,1,SWE|1972|Silver
SWE,1976,Bronze,Winter,1,SWE|1976|Bronze
SWE,1976,Gold,Summer,1,SWE|1976|Gold
SWE,1976,Silver,Summer,1,SWE|1976|Silver
SWE,1980,Bronze,Summer,1,SWE|1980|Bronze
SWE,1980,Bronze,Winter,1,SWE|1980|Bronze
SWE,1980,Gold,Summer,1,SWE|1980|Gold
SWE,1980,Gold,Winter,1,SWE|1980|Gold
SWE,1980,Silver,Summer,1,SWE|1980|Silver
SWE,1984,Bronze,Summer,1,SWE|1984|Bronze
SWE,1984,Bronze,Winter,1,SWE|1984|Bronze
SWE,1984,Gold,Summer,1,SWE|1984|Gold
SWE,1984,Gold,Winter,1,SWE|1984|Gold
SWE,1984,Silver,Summer,1,SWE|1984|Silver
SWE,1984,Silver,Winter,1,SWE|1984|Silver
SWE,1988,Bronze,Summer,1,SWE|1988|Bronze
SWE,1988,Bronze,Winter,1,SWE|1988|Bronze
SWE,1988,Gold,Winter,1,SWE|1988|Gold
SWE,1988,Silver,Summer,1,SWE|1988|Silver
SWE,1992,Bronze,Summer,1,SWE|1992|Bronze
SWE,1992,Bronze,Winter,1,SWE|1992|Bronze
SWE,1992,Gold,Summer,1,SWE|1992|Gold
SWE,1992,Gold,Winter,1,SWE|1992|Gold
SWE,1992,Silver,Summer,1,SWE|1992|Silver
SWE,1994,Gold,Winter,1,SWE|1994|Gold
SWE,1994,Silver,Winter,1,SWE|1994|Silver
SWE,1996,Bronze,Summer,1,SWE|1996|Bronze
SWE,1996,Gold,Summer,1,SWE|1996|Gold
SWE,1996,Silver,Summer,1,SWE|1996|Silver
SWE,1998,Bronze,Winter,1,SWE|1998|Bronze
SWE,1998,Silver,Winter,1,SWE|1998|Silver
SWE,2000,Bronze,Summer,1,SWE|2000|Bronze
SWE,2000,Gold,Summer,1,SWE|2000|Gold
